ID,WEIGHT,Cont0,Cont1,Cont2,Cont3,Cont4,Cont5,Cont6,Cont7,Cont8,Cont9,Cont10,Cont11,Cont12,Cont13,Cont14,Cont15,Cont16,Cont17,Cont18,Cont19,Cont20,Cont21,Cont22,Cont23,Cont24,Cont25,Cont26,Cont27,Cont28,Cont29,Cont30,Cont31,Cont32,Cont33,Cont34,Cont35,Cont36,Cont37,Cont38,Cont39,Cont40,Cont41,Cont42,Cont43,Cont44,Cont45,Cont46,Cont47,Cont48,Cont49,Cont50,Cont51,Cont52,Cont53,Cont54,Cont55,Cont56,Cont57,Cont58,Cont59,Cont60,Cont61,Cont62,Cont63,Cont64,Cont65,Cont66,Cont67,Cont68,Cont69,Cont70,Cont71,Cont72,Cont73,Cont74,Cont75,Cont76,Cont77,Cont78,Cont79,Cont80,Cont81,Cont82,Cont83,Cont84,Cont85,Cont86,Cont87,Cont88,Cont89,Cont90,Cont91,Cont92,Cont93,Cont94,Cont95,Cont96,Cont97,Cont98,Cont99,Cont100,Cont101,Cont102,Cont103,Cont104,Cont105,Cont106,Cont107,Cont108,Cont109,Cont110,Cont111,Cont112,Cont113,Cont114,Cont115,Cont116,Cont117,Cont118,Cont119,CAT0,CAT1,CAT2,CAT3,CAT4,CAT5,CAT6,CAT7,CAT8,CAT9,dum0,dum1,dum2,dum3,dum4,dum5,dum6,dum7,dum8,dum9,ORD0,ORD1,ORD2,ORD3,ORD4,ORD5,ORD6,ORD7,ORD8,ORD9
0.0,1.4850150398029425,-0.6808376244490363,-0.8953627541273165,-0.1586349860407102,-0.8485867190427794,0.34952510936397063,-1.4431765111715418,-0.3670899250659778,0.45630018102317416,-1.2706250236329744,-0.39313342822170677,1.784225422845365,-0.4733482464018848,1.0948053128176545,-0.020470935364177677,1.819730690172192,1.047292249763596,0.3340594787350995,-0.8028697436688959,-0.8753229256173497,-1.277014936100521,0.024584664054282026,-0.004884420415794224,-0.96699051159508,-0.22575962895899257,1.6520463513627923,-0.02951634477632647,0.7005922398160846,0.10781491336041778,-0.14983324237768295,-0.015607804981132557,-0.04887308403709421,0.21294517247234057,1.2116102256613055,0.2757233293920998,0.675947750343521,1.8985363149362366,0.24989023138233132,1.4976630815936245,-2.456830823452414,-0.4247337507193872,0.5174675690432095,-0.523884141678402,1.3013907948469674,0.5959772029161035,0.806054967997464,-0.45109504596549405,-1.880803589034861,-1.6318050046343413,0.288491179269731,-0.16494157382718366,-1.3401849377184014,1.8925869817444652,3.4154879616121296,0.684516989286682,-1.3218286315197554,-1.7173350469700048,-1.2270751404492437,1.3497640510938653,0.444204237156915,0.17422959814844421,-2.1262351297510333,-0.5012743151262853,0.35245926595687044,-1.5737213822735245,0.5561462453296075,-0.15080082379862567,-1.3996256861174396,-0.11380065914754847,0.3899048174836468,-0.9083112699939605,1.0587589566157425,-1.415862235841353,0.07033694707868553,-0.9334315568171663,0.28944365831841634,2.466655499360831,-0.7224671202624731,0.28955930193445295,0.18915558058221763,0.5040085471078719,0.8102747430465913,-0.8804135591142866,0.48967134179543986,-1.9107839638409063,-0.9532713018858068,0.3849451257891336,0.32517241210850967,-2.512308456857778,-0.07910427798081653,-0.02680624557157227,-1.6592146343938912,-1.513926971260448,-0.7060833830113233,-0.6598659412202172,-0.8821047805482999,0.11556624869173596,0.846566360155608,1.5986261537095028,-0.6402961966496054,-1.688015434762425,1.0398434360183264,-0.1562299995549825,-0.730517359170061,0.399203234659497,1.9634338078978477,-0.6623641977683545,2.7099020240088163,-2.125445255691493,0.7488167416635436,-0.1712819513682762,0.24642096591449275,0.26381120967893207,0.7511775123035939,0.5265691142495689,0.5757365500222092,1.1162142926384855,-1.4344777428403628,0.6916014580783747,-0.46822634714699324,-0.6717622774871969,44.0,23.0,1.0,12.0,9.0,0.0,26.0,9.0,13.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,7.0,9.0,4.0,5.0,8.0,5.0,4.0,1.0,6.0
1.0,1.1485141241044554,-0.48323109662594077,0.046524511783484504,-1.9498521115452878,-0.7386110946196405,-0.7908829880129672,-0.9080100328034959,1.7139490085344276,-0.8089524681250858,0.328951991840206,-0.9325572427595568,-1.3550220535559292,-0.690220508483155,1.4914257155474795,2.1324551515103995,0.10648844746630422,0.767103628363857,0.23467638656560205,-0.8133259138433122,-0.6134690097302168,1.021464845386892,-0.8146317754768909,2.231260431442161,-0.6176362636312279,-0.12120531282834081,0.10661241472614323,-1.0356753178531528,1.1837235890788878,0.00038297059557984174,1.2287128212552,-0.8443696050318676,-0.5529300183037237,-0.3931859579904992,-0.06878494559582785,0.4047165189171778,-0.007663335566949948,0.3903601674058063,0.921266938688375,-0.4880355004560337,1.9012717416198455,0.01893082021691731,-0.30093273652056285,-0.15301157208223143,0.4745772328336587,-0.8863851444120096,0.4821850830188363,1.6545336121512937,-0.9787834079621324,0.41751919503320384,0.6591780685102605,0.004879744071918409,0.8425342957068056,-0.34839184006090096,1.4361607808736152,0.3149540739038708,0.07240517691339882,-0.9364332328831413,1.0602905188099014,0.14429121240430548,-0.10937709576205439,0.9878802117890693,-0.6104062437948018,-1.5095438604316773,-0.6728781209663105,0.4833649500329014,-0.09197512955163335,0.4969916807172554,0.035853787684561614,1.0265047678850419,0.2756558149522855,-0.7382166306213057,0.12341907883105721,-0.8340458974127513,0.9410707485266119,-0.7250642885332307,0.23048543626450566,-1.8439477674975502,-0.8231942394639699,-2.0600763274516134,-0.507964081223026,0.18775858611978272,-0.8278927397494463,0.5881653435940082,0.4855019804877491,0.4990012192830793,-1.0412403044686185,1.8456152118269606,0.11337457028509443,0.5736047107690782,-0.11082292724736505,1.1726790215549663,0.4575252446288158,0.3126994379348603,-0.34686174782191176,-0.7304354145710772,1.7850090056270622,-0.2996118363424594,-0.5482215367896723,-0.21807422741972554,1.248593881391258,-0.9091692109823579,1.6777718204387033,0.1880949206175784,2.0353651341804015,-1.0625291343730061,-0.47396726464877187,-0.4713133278622028,-0.5563933356799691,-0.7304654216693043,0.3497136915858353,0.47374919148371325,-1.0816962922283362,0.5883226463373367,0.3423155934089904,-1.2853112982732822,1.0215893091809403,-0.1784089777319874,0.6010278877696676,-0.23117996858444398,1.4646201870461377,0.9834076089170547,48.0,15.0,4.0,10.0,18.0,31.0,5.0,43.0,12.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,6.0,5.0,7.0,6.0,8.0,8.0,9.0,4.0
2.0,1.4113531945262268,-0.7275452363920495,0.5514470407791209,0.3633380519341633,0.26903588320714844,-1.6868280020665856,0.6513582653650294,0.2866429339652695,0.22471920447368568,0.02828170514595123,0.395331401292893,-0.20916551080511336,-1.3023265967142452,-0.6340315935535197,0.4864896377583351,1.845384576777956,0.8064102838447694,1.6102760155044835,0.023185642514022713,1.4274695733886373,-0.6926357501894487,0.11653573362490756,0.3862634682631886,0.04401597904665874,0.5473245045084849,-0.37344320116890967,-1.2319733965591277,0.039516471070756606,-0.3501462037161507,-0.8897733570592472,1.4764363209027076,-0.34183212932838714,-0.02889232317353379,2.634615874233675,-0.2622892899743865,0.08665240716885701,-0.0782081946673466,-0.08029723109723627,-1.0719013423223949,0.02324947246387097,-0.23925016482013914,-1.118181559016119,-0.41087794860928234,-0.8621412591766927,0.8489553451211463,-1.9397560413826505,0.06373612749546312,-1.540251558926582,-1.8174769051302917,0.5796975086527014,0.5932535623307799,-0.5464631123248319,-1.2211460159652874,-0.93381603216043,1.3989721168254976,-0.03035038712886823,1.4250095298001872,0.13144524862855203,-0.43249755262255374,-0.5570098335478709,-1.2967560961337672,1.303533257950406,0.5575441000241598,1.161252383089501,-0.03538164445128205,2.226490371919455,-0.5377987012728902,-1.3919735709187762,-1.000756897521184,1.2015846496090132,-0.41713755241901235,-0.5460383887373081,1.0501856049863707,0.12050803256470263,-0.6072001374089075,0.13753120342786176,0.41901979770188996,-0.9832634514042076,2.2171392312738387,0.39629811277039034,0.8057605014722622,-0.04600284435147984,-0.8830551390503597,0.3554914539746122,0.6602968183278836,-1.055731963039859,-0.9221772774021486,0.12553284437687245,0.6371525382089652,0.6594204550134477,-0.48034965048071476,1.2506668779815513,3.0637650693528147,0.7441228439081591,-1.0696245929444257,0.5297865418162344,1.3656447027696894,0.7202524910476962,0.5487718502197063,-1.0386068749279318,-0.7343395657219293,1.1022877680207912,0.28366657184508565,-1.8099504945832432,-1.2233137580263589,-1.3380026452360179,-0.5734511138165259,-0.7866187582053769,0.2716789029255475,-1.4316355211686234,-0.5962353612158884,0.124537022338306,0.7242350742895493,-0.44741328283309895,0.08129150275949516,1.2000233501083273,-0.32271710874513726,0.10952511546205812,1.1148087313708737,0.41944885945942684,1.0996334110961363,5.0,34.0,17.0,4.0,4.0,38.0,20.0,15.0,11.0,49.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,6.0,3.0,5.0,8.0,8.0,2.0,3.0,5.0
3.0,0.6662344848986499,-0.6965901687571386,0.8103309393573691,0.41798870482810974,-1.1441620948609,1.1310364019869739,0.23828156466387146,0.4707536424049606,-0.23028003033680813,2.5153480761772866,-0.6864142568918598,-0.6907761691941652,0.10100022922757186,0.1408523307384049,1.890030394445523,-0.5666238455520684,-0.18267368538273548,-0.14453418241541466,-0.2928820557183108,0.14017334285938862,1.5040136306749605,1.105226978426327,-0.6381431920493348,-0.22447575583938112,0.14530455364749362,-0.6006857326174699,2.283970392342169,0.31830842913523605,-0.6971264835315856,0.2753881779557748,-0.30483260170428217,1.8303165684620268,0.03461026355311549,-0.8672253179169807,-0.33143827080539956,2.4960890902872075,-0.43175550478733205,-0.5839765047283274,0.6983603676699229,-0.5766661021760643,0.5135826939064412,-1.1585311167116223,-0.6528846082428074,-0.9734448114213596,0.37130324676837756,-0.7217233670785371,-0.4383071134735357,-2.110502646476242,0.8300498649182042,0.1379688401263584,0.27187228521519535,-0.9007785747503371,0.22721045844533383,-0.11024134239571913,1.0905364482708935,-0.6037939504609549,-0.23926690700684766,-0.20079099562376695,-0.7829903745354839,0.10816807117446633,-0.5600866956484675,-0.2310295439141603,-1.4182528906415848,0.6303049049696107,-0.0889445173593301,0.10716015680999164,-0.23972086127320824,0.9240637936177336,-2.41168200748603,-0.2813937727192958,0.6008990006272437,-0.5944606060403371,0.2732493045366539,-0.9119478667515709,0.25498217780565924,-0.9113485021241639,-0.3315437661628674,0.002534961642307723,-0.41905483510168157,0.3517106927281621,-0.9341217464582507,-0.6677228893107805,0.9510113204784959,-0.06476838682718483,-0.5492914692069432,0.14120097265304074,-0.27961617562784025,-0.9694968659718249,0.4297138111203885,-1.7753483601798528,-2.125952681650018,0.18823210244656963,-1.9128382598705425,1.87925498236897,1.2819349763959458,1.010155925608758,-1.1365402492671408,-2.1968008006842643,-1.727750773427136,2.3048162407812742,-0.08806707946865527,0.5745488572294172,-0.7604623118649635,0.12334135150242043,-1.676138395400952,1.0451913792909926,1.2941223008770606,0.37506806963437556,-0.2249256478979416,-0.5274875114229969,2.6948441318823932,-0.790596059215034,-0.47181178211190744,0.6567109109459471,-0.013201688935269388,1.410158152104563,-2.4877482147190597,0.040576960498187355,0.41876350518488303,0.6476474801729476,1.4936105617731616,38.0,20.0,23.0,8.0,13.0,12.0,24.0,35.0,25.0,38.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,7.0,3.0,6.0,5.0,4.0,4.0,8.0,5.0
4.0,0.6859839335137902,0.21325350201015464,0.25992688214987,0.587981554948086,-1.3041714062284304,1.9468940073354364,-0.18715039865529387,-0.4682338887867569,-0.11230905298596484,-2.1726098264544795,-2.1224830940362764,-1.2316314513842739,0.3523923755227508,0.21339639409982178,-1.5517858093125654,-0.27866078431783264,-0.7390602362167067,-0.43404169704649886,0.09206940747920533,-0.5048839331429393,0.8124896692513198,-0.17541291792457653,0.6237853375378423,-0.6781583379510912,1.080237582086584,1.1581969896662667,0.7642350878636512,-0.21224269554025205,0.023761537886974455,-0.8460231850578575,1.5408004443946057,0.8150285441133097,1.120851773969568,0.8165619044076254,-0.35036940039592845,-1.3625792178742555,-1.2788266633144645,-0.05523377498663436,-1.0334751327765634,-1.2434307248900176,1.203185389087757,1.999399388496675,0.13407216098884614,-0.33302474197083737,-0.5754668688220839,0.18788668408441214,-0.31309437041343985,-0.04870268403704996,1.1258396805386965,2.141392796657859,0.49442026266374967,0.5972543249851467,2.5683538147998703,-1.0904592266192432,0.7830499757449725,-0.37452354171228047,0.1448097057065168,-0.49512361397761956,-0.14113787373122286,1.3505295915626574,1.638273035901301,-1.0395480204639838,-0.4904201531748806,0.8869479202223888,0.4644283215606911,0.7680858889938565,1.1773607462775135,1.2091300843266612,1.9177809084131685,0.7022946287288474,-1.0137039454986019,-0.37519401000946506,0.5362849127976278,-1.0578980985114812,-1.31794405517725,0.11264860358299982,-1.3132908332069468,-0.8727755591863313,0.5841425570617838,0.400127577091353,-2.2074639901370454,0.05967979697958012,1.1076682040318422,1.2387018665713039,-0.7138337407177766,-2.252120617872796,-0.6916067496911995,-0.05559445581335073,0.6785531869485093,0.10654666200342588,0.5925918256196183,-1.352411890592781,0.33972737754043686,0.0259039703527073,-0.4972321890232142,-0.22426262700680266,-1.1663951236807244,0.4594619062633705,-0.6854506988987545,1.6641642076836125,1.8255851489203403,-0.594717149939859,-0.1566225596703852,-0.32502270249219534,1.1059781303024205,1.5716817140947381,-1.4292513874993833,-0.6258417074311026,-0.3527173357562412,1.7589303445152202,1.3392732612452334,-3.194927801808985,-0.13482649907455416,0.10014196279767225,1.182839713593104,-0.8711136958956632,0.6508312694824725,-0.39044227490105127,0.8044685098787068,-0.5891578611188387,0.04067942698485117,6.0,16.0,29.0,9.0,34.0,3.0,25.0,3.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.0,8.0,1.0,6.0,2.0,9.0,3.0,6.0,7.0
5.0,0.7234632256789273,-1.2040736806782775,-0.6407027796838637,0.11155553292347384,1.7183221943847102,-1.666163849533547,-0.3028221570098744,-0.4637618105940955,0.16652504040671468,1.1112365697434687,-3.4374022710629224,1.6711202496508992,-2.6930956899312566,1.262762652398792,0.03828368896028162,1.03893334101485,0.7886536069316975,0.05840203235187076,0.9449846381288676,-0.029497803788925313,-0.10774161948239958,-1.9120420332880066,0.3304786610564517,0.6170666626924994,-1.5875752660331837,0.32263100113208104,0.4864497211010202,-0.7753132828819906,1.4167766783195883,-1.0128196456303875,-1.3743148164429946,-1.2134657756628082,1.1169898923459949,-1.2861106515589646,-1.59127236182715,-0.5794779758358698,0.25784104291073007,1.199443979574021,-1.7054214903914264,0.5821227843723222,1.4185592675067624,0.5418544389026947,-1.0298461732777129,-0.269837766228468,0.8343098478351827,-1.4443020588718227,-0.8447274379613718,0.8666970957065263,0.5174650426059978,0.7980747575902918,0.8423840387722124,0.6961202757773012,-1.0028306571947825,-0.2515561449282256,1.0029857634937014,0.6826953299782275,-0.8201541283089092,1.4642012072553596,1.0386944769381112,-0.8211164453045722,1.1872179995210517,-0.3803488042100328,1.6481125594104984,-0.8483844638997877,-0.9403983602659525,-0.8606020731294581,-1.5882638784328345,-1.1426852234297058,0.335475038580186,0.28466558352738836,-1.2274390498254477,0.4928457626881341,-0.42278544709899996,0.41739374157678333,-2.2922465669236223,-0.9874333346751591,0.5585349415181284,-0.9569945353524048,0.5846600491644494,0.9821979856525456,0.06138472357648059,0.010454325451912034,1.946579569538219,-0.9093980877997495,0.8691617844273712,-0.42740991671227113,-0.828731313202667,-0.41718378155775415,-1.976045938636084,1.2404537118232979,-1.180078827685114,1.0457651258303067,-0.2623531714465153,0.7966493505916666,0.9318855155703807,0.21508853929338953,-0.05067760352973608,-1.15249332142192,1.3510073252149748,-0.503607490891849,1.570749370324654,1.4380497088378055,-0.6684895776464626,0.8484764095098132,0.5927054538045275,-0.1557367832078511,1.820581761429984,0.8400486906216995,0.7912872036726195,-1.312788777007425,-2.016420068742994,-0.9378982128527529,0.9809145122646532,0.9454255899029487,0.9528190646058077,0.13652733559900065,-0.011974949569277454,0.24994849842616504,-1.6571281114781988,-1.288982417473941,0.41924889235384855,36.0,26.0,49.0,34.0,33.0,33.0,43.0,16.0,28.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,9.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0
6.0,0.8482586982449392,1.2865565586543668,1.988748370465506,-0.17895450250834471,0.18867587138242892,-1.0497980400849531,2.690824873631419,0.3510742674106909,-0.4132917424783743,-1.161654265510011,0.001407403492142194,-0.3298084376042039,0.2551535027867283,-0.648578524377554,1.4942774930067357,-0.9372435930032351,1.4679593701214564,-0.08139635039012057,-1.1160455687726636,-1.6270176825976903,0.45009446443592893,-1.9260101886396768,0.7127233113366632,1.0868895088246582,0.7169582186448893,1.5869734590283802,0.654990698749134,0.995789601647627,0.7770082780399555,-0.03647382588983083,-0.8318845984053701,-0.1759942171127102,-0.19698925105284726,0.21499642595146684,0.6075820728916344,-0.5303753837072493,-2.0081197075118653,-2.0291084820265177,0.6293663191712431,0.8308970363614906,0.2855269057765794,1.0900424035243197,-1.2577566181859146,1.6976252440735535,0.53025903159265,0.01923849734722076,0.46003475891599654,1.5230568320684827,-0.7909380346740773,-0.19375746018133144,-0.23576619232390125,-2.1713498835845058,1.6192563688067456,0.9909849797534853,-0.24512366935477922,-0.6855609393745122,-0.19914465279929988,0.4261904371569498,-1.7420184629310598,0.8254501778245013,-0.6443414095238088,0.21926313682590298,0.9802144974963117,-0.20510384453170635,0.23939398759005726,2.5347001731929146,-1.1591351418883928,-0.4884632965927461,1.0137188859066941,-0.05310177995346547,0.8995026013471258,-0.8512786871893631,-0.14719548325225093,0.1771613204540405,-0.7482862925157757,0.40488636033745723,0.7419757547738827,-0.0057136743712750526,-1.8354961424451097,-1.3361919330459129,0.6770800567426682,-0.5873669322328304,0.41103547632005344,-1.3478711193484143,0.6934601202691925,-0.5566845634918905,-0.6100220086259743,1.2878523403587199,0.051016266411851,0.18686322765042096,0.8312024409881613,-0.3140867289613077,-1.022839862057226,0.20599792200946127,-1.15788453295391,1.3922101271911642,0.5499365379007924,-0.31699983785496133,-0.6742168889264006,0.6123065702428364,-0.3281310897954822,-0.674509817881208,0.2654234894554169,-0.13992313267646056,-0.13041779183690352,1.7693711537179684,-1.7268661003282886,0.23687793304248106,0.48793386951115375,-0.6420680587096005,1.0965543925565617,-0.5992197852061846,0.2038436591646053,0.29684614943459914,-0.4485551968994468,-1.2121747578423558,-0.8957857013801046,-1.1641033231160587,-1.093544308739927,-0.831886446866882,0.1708268519468834,22.0,15.0,23.0,6.0,33.0,19.0,7.0,38.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,2.0,8.0,2.0,2.0,8.0,4.0,6.0,6.0,2.0
7.0,1.4945321437380077,-2.099724420892844,-0.2906722390990838,-0.9738948773095488,-1.804681798342819,1.9848717646534713,0.9657221801461833,-0.3336295907048844,0.4511709085222197,0.33551770223125393,0.3293362344252941,-1.1527373706954136,0.7181312118188475,-0.2434965550681106,-0.9658212935219171,-1.7149040674834048,0.5011816653772676,0.39896109044408373,0.039159548926016426,0.035774065923391524,-0.1927404050313506,0.8169978678028861,0.47454519141531964,0.2826913864290269,0.42855072763642577,-0.054197016856705714,0.2959496826002792,1.2341058544371546,0.9027745370985142,1.0523254007982625,-0.15947524774406296,1.287934770537454,-1.697741479166206,0.6590330268039257,-1.0879774516603056,-0.06843275146550923,0.7078944738696131,-1.059602729225981,0.5988322438737552,0.09392941402320762,-0.09080679704847514,-0.6246247390739587,-0.4892551081555816,0.08915906926078782,-0.34502250081969005,1.8601483378879258,0.5633001273055641,0.7438390358375367,0.8501121781715364,-0.12106344092050733,-0.3459452977754936,-0.4587413654508267,1.2565569984350855,0.3847057140036567,-0.3711105221408783,-0.17299212743039044,-0.49131272430646233,0.2629046736694954,0.3375591015236486,-2.640534481282776,0.024922784180610048,0.16731437961039822,-0.2695400207825545,0.38860727479580737,0.5171797170236916,-0.2882528518612937,1.0585856920277203,2.6399593109719808,0.06693767634838234,-1.3402055507835267,-0.8143195343691064,1.5003466485239818,0.14396149112731313,1.2824775961547379,-0.7488438074506386,0.0710726719752146,0.48671975689233865,-1.275093941237306,1.1120084402112487,-2.4060063206467612,-0.5911164835867719,1.6299246195956778,0.3561850719763739,0.36051934688080245,-0.5818838758645282,0.08177868451606764,0.8125926711044459,1.5485364080499735,-1.3010780812355456,0.7463975618911576,2.564978913278944,0.4291264919489811,0.9168707769020741,1.6534317144621256,-0.16170867119375026,-1.2174479119635648,0.5663153284353981,0.8885432691056381,1.2021202254958536,0.9716685387723965,0.2676162519749874,0.8269050227497095,-0.2600500072149529,-0.4699704844852108,1.0083484517075383,-0.41559754463525544,1.5578440195845356,0.24975793667494953,-1.0001659773255518,-1.3205982560924638,0.7693945935666857,-1.113162207953202,1.005770464263477,0.003254501340431147,-0.9353632380786994,0.4177188857756024,0.6908819007918132,-0.39280473872190474,1.646629953019571,-1.729689993409582,0.7999167068005405,10.0,11.0,47.0,47.0,47.0,44.0,35.0,13.0,38.0,36.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,8.0,7.0,2.0,4.0,1.0,1.0,7.0,5.0,8.0
8.0,0.6725855274567303,0.535891172404422,0.35805660551017615,0.7285699879506351,-0.686809312053224,-2.8855648358291077,-1.9179849048981044,0.680106032521736,0.3522635324356889,1.110304363533204,0.864439489663015,2.2746745777147988,-0.8471737256229671,-2.322065789602073,0.14984731591024406,1.9919629549991562,1.8816327732589906,1.1224808207034185,0.11139268962448133,-0.5396700066724587,0.30864014945941115,-0.8131241232762955,0.4005047465909561,0.7589382443231906,-1.801090568976901,-0.6080703388276056,-1.4662194219363842,0.3343306524415601,-0.5403551106646794,-0.5362163222571781,-0.19317199028329168,0.27818999182972254,0.386697734806116,0.9041084905310687,1.2308699072439786,-0.8852516925720952,-1.2481434976227832,0.028688635179736573,-0.6115457177665123,3.280078046050499,-1.2984864650046006,-1.264642161029391,1.3706850553856527,-1.5406653823611454,-0.6869500210071358,-0.5285832960655232,-0.339958814527619,-1.3771846206881886,0.011093412402566135,0.13410807601401786,-2.927324179546871,1.622974873964675,-0.3268081145073125,0.212734441034789,-0.4505585154378796,-0.37703251778089475,-1.8171395943481754,0.5667040484375988,0.13897785789270606,0.35627316604973325,0.37261957010286445,-0.7464596788737665,1.7009051814198166,0.34999201889605985,-1.5399942804813633,0.6678223795203982,-1.2770549076797504,-1.7626378996487189,0.7721042728088208,-0.9234338335617978,-0.47138579533371755,0.336750647124884,-2.6416847990450143,-0.2957441801334161,-0.5921787282889972,1.9872349186943965,-0.3757309853000022,-0.524804712836417,-2.456707580071957,-0.05299551801929415,0.8671245441447024,0.14234629349832545,0.7038828379882082,0.21859120422826045,-0.50292536228091,0.6222863299773858,-1.5774154270752052,-0.658209650321401,0.34158277239555185,0.9593947604489984,-1.4892289688946725,-0.5176457612864269,2.3431158707749153,0.8982786521739371,0.5895021365140135,-0.5695295042483123,-0.39833936921011376,-2.581352471814888,-0.8321365683960799,-0.10690164456532508,1.8078673624535955,-1.3216229119104772,0.032737298044197255,-0.854297675234197,0.26397401107965807,1.7015795910610922,-0.747884060828527,0.7539597404629169,0.5998407605686199,-0.48306240134490563,-1.808605049671669,0.7014047025369756,2.5200086516245133,-0.1715490373871951,-0.42335662386466544,1.2017564297947914,-0.5237573114067291,0.15524248558927378,-0.5175254524461331,-1.9850921292044112,-0.007950099798820475,45.0,31.0,20.0,18.0,23.0,29.0,34.0,23.0,38.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,8.0,2.0,3.0,3.0,2.0,9.0,9.0,9.0
9.0,1.2534849469150402,1.5800806628571409,1.2473556533168724,-0.998384469952629,-0.24748428284512938,0.41550191453734064,-0.4979842129708976,-0.7531045627874462,0.5449874650202149,1.1893301105747816,-1.9512369836257495,-0.11509243769850266,1.471500280312956,-1.5193772677723991,-0.03359500958718164,-1.870304947346477,-2.635255230152543,1.979611466980961,1.5110971971989968,0.04518099563236705,-0.8410857859254122,-0.3475758481473584,-0.16414080302261427,-2.319890910866707,-0.1643444460069981,-1.3657439743240034,-0.4828631815265609,0.46771505930092416,0.3555384251394055,1.6059134586131047,0.6698729180459655,0.4627421277984532,-0.00610636062358763,-0.08108383596626421,0.4978881150799632,1.0736917990277746,-0.504512470191333,-1.6175801862342303,-0.30611822705076913,-0.4107351952671751,1.2280997541657659,-0.6065302987598733,1.122320130292345,1.2947805529415761,0.07324953182672156,0.45690556732190646,0.40498553908821816,1.4872288722841462,-0.2728646008783902,-0.5656617607585676,-0.8481162336793501,-2.128265976934167,0.5741703526100158,-0.2686541588886865,1.6775637715415403,1.2028373517954336,-0.19726035708245182,-0.6726146452227112,-0.6835593448599881,-1.0595541916826485,0.4549070688041514,-0.14471431588991626,-0.13304504451790125,-0.3108512035132876,0.5729303058468825,0.3824488557833969,-0.9621669227811218,-0.6051122220536685,1.271263003241334,0.6787606826564575,0.8967967089540496,1.1380304581273948,0.07305999149574031,-0.8871663506683737,1.099685769247304,-2.4610745364290936,-0.9676258605710271,0.16263382340885377,0.2927648168052467,-0.2960861300634927,0.583164887344747,-1.433359598972216,-0.2095564738640198,1.256400195985245,-0.34150175294232726,-0.4011880189869964,-0.36138220466843923,-1.0566232345648823,0.21175494308041146,-1.2032182455103513,0.1777691687398441,0.6951854382600238,-1.0802608312455488,-1.539808572368502,0.3325588855064228,-0.7535697189074477,-0.5199570061398321,-0.29658346284469816,-1.3551131625087158,0.4865343320036188,-0.32976389302932935,1.075729027969367,-0.0032565264478530897,0.7391377553891821,-0.04783687618229634,-1.3823539503800795,1.1550012236721516,-0.5799427715504102,1.2889806553880339,-0.7386749328720216,-0.5346937172100831,0.06808609941301745,1.831013402037857,1.1677676309830431,1.3502801656825916,-1.3750288231773005,2.4346535632628914,1.7732385205700203,0.20132356644811084,-1.2933915393973647,1.6736648427948186,23.0,6.0,12.0,32.0,19.0,4.0,14.0,30.0,26.0,35.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,3.0,9.0,9.0,3.0,7.0,2.0,5.0,7.0
